sample	samples	cancer type abbreviation	sample_type	ENSG00000175054.14	ENSG00000149554.12	ENSG00000108064.10
TCGA-EO-A3AV-01	TCGA-EO-A3AV-01	UCEC	Primary Tumor	3.205	3.776	3.277
TCGA-A5-AB3J-01	TCGA-A5-AB3J-01	UCEC	Primary Tumor	3.205	1.665	2.987
TCGA-AX-A3FS-01	TCGA-AX-A3FS-01	UCEC	Primary Tumor	3.167	5.463	5.123
TCGA-EO-A3AY-01	TCGA-EO-A3AY-01	UCEC	Primary Tumor	3.157	3.321	1.233
TCGA-EO-A3B1-01	TCGA-EO-A3B1-01	UCEC	Primary Tumor	3.152	3.941	4.651
TCGA-EY-A2OP-01	TCGA-EY-A2OP-01	UCEC	Primary Tumor	3.139	4.383	5.611
TCGA-AJ-A23N-01	TCGA-AJ-A23N-01	UCEC	Primary Tumor	3.116	4.968	4.808
TCGA-BK-A26L-01	TCGA-BK-A26L-01	UCEC	Primary Tumor	3.114	3.56	4.225
TCGA-EO-A22U-01	TCGA-EO-A22U-01	UCEC	Primary Tumor	3.108	4.048	4.138
TCGA-BG-A3EW-01	TCGA-BG-A3EW-01	UCEC	Primary Tumor	3.091	4.353	4.135
TCGA-EY-A5W2-01	TCGA-EY-A5W2-01	UCEC	Primary Tumor	3.045	3.162	2.452
TCGA-KP-A3W0-01	TCGA-KP-A3W0-01	UCEC	Primary Tumor	3.038	3.474	4.082
TCGA-DF-A2KR-01	TCGA-DF-A2KR-01	UCEC	Primary Tumor	3.027	1.82	3.754
TCGA-AJ-A5DW-01	TCGA-AJ-A5DW-01	UCEC	Primary Tumor	3.002	4.1	5.844
TCGA-BS-A0V7-01	TCGA-BS-A0V7-01	UCEC	Primary Tumor	2.998	1.546	-0.3022
TCGA-AX-A2IN-01	TCGA-AX-A2IN-01	UCEC	Primary Tumor	2.997	4.205	3.303
TCGA-SL-A6JA-01	TCGA-SL-A6JA-01	UCEC	Primary Tumor	2.986	2.373	2.376
TCGA-A5-A3LP-01	TCGA-A5-A3LP-01	UCEC	Primary Tumor	2.96	2.844	4.007
TCGA-DI-A1BU-01	TCGA-DI-A1BU-01	UCEC	Primary Tumor	2.953	3.599	3.939
TCGA-EO-A3L0-01	TCGA-EO-A3L0-01	UCEC	Primary Tumor	2.951	4.194	4.204
TCGA-AJ-A3NH-01	TCGA-AJ-A3NH-01	UCEC	Primary Tumor	2.951	3.512	4.932
TCGA-D1-A3DG-01	TCGA-D1-A3DG-01	UCEC	Primary Tumor	2.943	4.131	3.835
TCGA-AJ-A3EJ-01	TCGA-AJ-A3EJ-01	UCEC	Primary Tumor	2.941	3.286	4.255
TCGA-EY-A1GO-01	TCGA-EY-A1GO-01	UCEC	Primary Tumor	2.922	3.614	3.75
TCGA-QF-A5YT-01	TCGA-QF-A5YT-01	UCEC	Primary Tumor	2.899	3.701	2.86
TCGA-BK-A4ZD-01	TCGA-BK-A4ZD-01	UCEC	Primary Tumor	2.89	4.067	4.761
TCGA-A5-A2K2-01	TCGA-A5-A2K2-01	UCEC	Primary Tumor	2.868	3.516	4.85
TCGA-B5-A0K9-01	TCGA-B5-A0K9-01	UCEC	Primary Tumor	2.862	3.734	3.777
TCGA-D1-A3DA-01	TCGA-D1-A3DA-01	UCEC	Primary Tumor	2.856	2.658	3.989
TCGA-EY-A1GP-01	TCGA-EY-A1GP-01	UCEC	Primary Tumor	2.846	2.956	4.141
TCGA-B5-A3FH-01	TCGA-B5-A3FH-01	UCEC	Primary Tumor	2.824	2.86	3.82
TCGA-H5-A2HR-01	TCGA-H5-A2HR-01	UCEC	Primary Tumor	2.803	3.525	1.576
TCGA-B5-A5OE-01	TCGA-B5-A5OE-01	UCEC	Primary Tumor	2.801	3.927	4.336
TCGA-PG-A6IB-01	TCGA-PG-A6IB-01	UCEC	Primary Tumor	2.799	4.182	3.05
TCGA-AX-A05W-01	TCGA-AX-A05W-01	UCEC	Primary Tumor	2.785	1.732	1.506
TCGA-AJ-A3TW-01	TCGA-AJ-A3TW-01	UCEC	Primary Tumor	2.774	3.979	3.598
TCGA-EO-A22X-01	TCGA-EO-A22X-01	UCEC	Primary Tumor	2.755	4.578	4.388
TCGA-DF-A2KN-01	TCGA-DF-A2KN-01	UCEC	Primary Tumor	2.744	3.899	3.134
TCGA-DF-A2KZ-01	TCGA-DF-A2KZ-01	UCEC	Primary Tumor	2.72	2.196	2.473
TCGA-EO-A3B0-01	TCGA-EO-A3B0-01	UCEC	Primary Tumor	2.716	5.137	5.06
TCGA-PG-A917-01	TCGA-PG-A917-01	UCEC	Primary Tumor	2.707	2.334	3.685
TCGA-EO-A3AU-01	TCGA-EO-A3AU-01	UCEC	Primary Tumor	2.696	4.338	4.656
TCGA-EY-A210-01	TCGA-EY-A210-01	UCEC	Primary Tumor	2.696	3.872	3.359
TCGA-AJ-A3BK-01	TCGA-AJ-A3BK-01	UCEC	Primary Tumor	2.683	3.424	2.534
TCGA-E6-A2P8-01	TCGA-E6-A2P8-01	UCEC	Primary Tumor	2.592	4.312	4.057
TCGA-AJ-A3BH-01	TCGA-AJ-A3BH-01	UCEC	Primary Tumor	2.588	4.049	3.941
TCGA-EO-A3AS-01	TCGA-EO-A3AS-01	UCEC	Primary Tumor	2.573	2.874	4.125
TCGA-EY-A1GL-01	TCGA-EY-A1GL-01	UCEC	Primary Tumor	2.531	1.465	3.165
TCGA-A5-A2K5-01	TCGA-A5-A2K5-01	UCEC	Primary Tumor	2.499	4.568	1.417
TCGA-B5-A1MW-01	TCGA-B5-A1MW-01	UCEC	Primary Tumor	2.486	4.872	5.746
TCGA-A5-A2K3-01	TCGA-A5-A2K3-01	UCEC	Primary Tumor	2.439	2.015	0.9343
TCGA-AJ-A3BI-01	TCGA-AJ-A3BI-01	UCEC	Primary Tumor	2.412	3.536	0.8726
TCGA-AJ-A3EK-01	TCGA-AJ-A3EK-01	UCEC	Primary Tumor	2.373	4.142	4.958
TCGA-AJ-A2QO-01	TCGA-AJ-A2QO-01	UCEC	Primary Tumor	2.278	3.259	3.936
TCGA-AJ-A3BG-01	TCGA-AJ-A3BG-01	UCEC	Primary Tumor	2.26	3.131	3.23
TCGA-AX-A3G8-01	TCGA-AX-A3G8-01	UCEC	Primary Tumor	2.257	2.465	1.264
TCGA-QS-A8F1-01	TCGA-QS-A8F1-01	UCEC	Primary Tumor	1.836	2.882	0.4016
TCGA-DF-A2L0-01	TCGA-DF-A2L0-01	UCEC	Primary Tumor	1.46	3.854	0.7579
TCGA-EY-A2OQ-01	TCGA-EY-A2OQ-01	UCEC	Primary Tumor	1.444	4.77	4.037
TCGA-EO-A3AZ-01	TCGA-EO-A3AZ-01	UCEC	Primary Tumor	1.305	3.203	0.8246
TCGA-AX-A1C7-01	TCGA-AX-A1C7-01	UCEC	Primary Tumor	1.288	2.941	1.112
TCGA-BS-A0V4-01	TCGA-BS-A0V4-01	UCEC	Primary Tumor	0.8883	1.911	-0.3566
TCGA-3T-AA9L-01	TCGA-3T-AA9L-01	THYM	Primary Tumor	4.753	4.286	2.954
TCGA-4V-A9QI-01	TCGA-4V-A9QI-01	THYM	Primary Tumor	4.714	3.829	3.253
TCGA-ZB-A96L-01	TCGA-ZB-A96L-01	THYM	Primary Tumor	4.192	3.312	5.548
TCGA-4V-A9QN-01	TCGA-4V-A9QN-01	THYM	Primary Tumor	4.19	0.3796	3.141
TCGA-YT-A95E-01	TCGA-YT-A95E-01	THYM	Primary Tumor	4.157	4.313	3.234
TCGA-4V-A9QU-01	TCGA-4V-A9QU-01	THYM	Primary Tumor	4.139	4.383	3.286
TCGA-ZB-A963-01	TCGA-ZB-A963-01	THYM	Primary Tumor	4.05	4.036	4.541
TCGA-4V-A9QR-01	TCGA-4V-A9QR-01	THYM	Primary Tumor	4.044	2.665	2.161
TCGA-5V-A9RR-01	TCGA-5V-A9RR-01	THYM	Primary Tumor	4.032	3.213	2.101
TCGA-XU-AAXW-01	TCGA-XU-AAXW-01	THYM	Primary Tumor	3.956	4.074	4.164
TCGA-3G-AB0O-01	TCGA-3G-AB0O-01	THYM	Primary Tumor	3.944	4.806	4.051
TCGA-ZB-A96B-01	TCGA-ZB-A96B-01	THYM	Primary Tumor	3.913	4.392	3.366
TCGA-ZB-A96A-01	TCGA-ZB-A96A-01	THYM	Primary Tumor	3.894	4.84	2.78
TCGA-X7-A8M8-01	TCGA-X7-A8M8-01	THYM	Primary Tumor	3.886	4.786	3.408
TCGA-5K-AAAP-01	TCGA-5K-AAAP-01	THYM	Primary Tumor	3.853	3.562	3.118
TCGA-X7-A8D8-01	TCGA-X7-A8D8-01	THYM	Primary Tumor	3.849	3.343	4.503
TCGA-4V-A9QX-01	TCGA-4V-A9QX-01	THYM	Primary Tumor	3.845	4.586	3.417
TCGA-4V-A9QJ-01	TCGA-4V-A9QJ-01	THYM	Primary Tumor	3.829	4.56	3.483
TCGA-XM-A8R9-01	TCGA-XM-A8R9-01	THYM	Primary Tumor	3.829	3.108	3.289
TCGA-XM-A8RF-01	TCGA-XM-A8RF-01	THYM	Primary Tumor	3.829	2.376	4.118
TCGA-X7-A8DJ-01	TCGA-X7-A8DJ-01	THYM	Primary Tumor	3.817	4.654	4.411
TCGA-X7-A8D6-01	TCGA-X7-A8D6-01	THYM	Primary Tumor	3.804	5.124	5.018
TCGA-XU-A92Z-01	TCGA-XU-A92Z-01	THYM	Primary Tumor	3.765	3.413	4.699
TCGA-4V-A9QT-01	TCGA-4V-A9QT-01	THYM	Primary Tumor	3.755	4.787	4.155
TCGA-4X-A9FC-01	TCGA-4X-A9FC-01	THYM	Primary Tumor	3.753	4.91	3.983
TCGA-XU-A92T-01	TCGA-XU-A92T-01	THYM	Primary Tumor	3.752	1.092	4.661
TCGA-X7-A8DB-01	TCGA-X7-A8DB-01	THYM	Primary Tumor	3.711	4.77	3.284
TCGA-YT-A95F-01	TCGA-YT-A95F-01	THYM	Primary Tumor	3.707	3.974	4.845
TCGA-XU-A930-01	TCGA-XU-A930-01	THYM	Primary Tumor	3.701	3.057	3.968
TCGA-3G-AB19-01	TCGA-3G-AB19-01	THYM	Primary Tumor	3.699	1.227	4.692
TCGA-4X-A9FB-01	TCGA-4X-A9FB-01	THYM	Primary Tumor	3.692	4.667	4.223
TCGA-XM-A8RB-01	TCGA-XM-A8RB-01	THYM	Primary Tumor	3.672	4.831	4.033
TCGA-X7-A8DE-01	TCGA-X7-A8DE-01	THYM	Primary Tumor	3.671	4.386	3.925
TCGA-ZB-A96O-01	TCGA-ZB-A96O-01	THYM	Primary Tumor	3.666	4.709	2.77
TCGA-X7-A8D9-01	TCGA-X7-A8D9-01	THYM	Primary Tumor	3.655	4.28	4.205
TCGA-ZB-A961-01	TCGA-ZB-A961-01	THYM	Primary Tumor	3.653	1.96	3.588
TCGA-X7-A8M1-01	TCGA-X7-A8M1-01	THYM	Primary Tumor	3.65	3.692	4.529
TCGA-X7-A8DG-01	TCGA-X7-A8DG-01	THYM	Primary Tumor	3.647	4.11	3.076
TCGA-XU-AAXV-01	TCGA-XU-AAXV-01	THYM	Primary Tumor	3.645	3.976	4.331
TCGA-ZB-A96D-01	TCGA-ZB-A96D-01	THYM	Primary Tumor	3.643	4.264	4.607
TCGA-X7-A8M0-01	TCGA-X7-A8M0-01	THYM	Primary Tumor	3.642	1.714	4.234
TCGA-3S-AAYX-01	TCGA-3S-AAYX-01	THYM	Primary Tumor	3.63	4.644	3.895
TCGA-ZB-A96P-01	TCGA-ZB-A96P-01	THYM	Primary Tumor	3.616	5.14	5.188
TCGA-4V-A9QS-01	TCGA-4V-A9QS-01	THYM	Primary Tumor	3.615	4.487	3.531
TCGA-X7-A8D7-01	TCGA-X7-A8D7-01	THYM	Primary Tumor	3.591	4.915	3.932
TCGA-ZB-A969-01	TCGA-ZB-A969-01	THYM	Primary Tumor	3.59	2.043	4.97
TCGA-XM-A8RE-01	TCGA-XM-A8RE-01	THYM	Primary Tumor	3.582	4.889	3.296
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01	THYM	Primary Tumor	3.567	2.444	1.609
TCGA-XM-A8RI-01	TCGA-XM-A8RI-01	THYM	Primary Tumor	3.562	2.749	3.805
TCGA-XU-A92W-01	TCGA-XU-A92W-01	THYM	Primary Tumor	3.558	4.639	3.837
TCGA-XM-A8RL-01	TCGA-XM-A8RL-01	THYM	Primary Tumor	3.555	4.961	4.575
TCGA-4X-A9FD-01	TCGA-4X-A9FD-01	THYM	Primary Tumor	3.549	3.227	4.021
TCGA-XU-A932-01	TCGA-XU-A932-01	THYM	Primary Tumor	3.546	4.598	2.529
TCGA-XU-A92V-01	TCGA-XU-A92V-01	THYM	Primary Tumor	3.545	2.917	4.265
TCGA-3Q-A9WF-01	TCGA-3Q-A9WF-01	THYM	Primary Tumor	3.542	4.689	3.192
TCGA-5G-A9ZZ-01	TCGA-5G-A9ZZ-01	THYM	Primary Tumor	3.535	2.284	4.568
TCGA-ZB-A96G-01	TCGA-ZB-A96G-01	THYM	Primary Tumor	3.532	4.584	2.953
TCGA-ZB-A962-01	TCGA-ZB-A962-01	THYM	Primary Tumor	3.527	1.585	4.872
TCGA-XU-A92Y-01	TCGA-XU-A92Y-01	THYM	Primary Tumor	3.525	4.328	3.866
TCGA-X7-A8M3-01	TCGA-X7-A8M3-01	THYM	Primary Tumor	3.524	2.211	3.013
TCGA-XM-A8RD-01	TCGA-XM-A8RD-01	THYM	Primary Tumor	3.522	3.817	3.578
TCGA-ZB-A96Q-01	TCGA-ZB-A96Q-01	THYM	Primary Tumor	3.516	4.668	5.352
TCGA-XM-A8RG-01	TCGA-XM-A8RG-01	THYM	Primary Tumor	3.511	2.025	4.642
TCGA-ZB-A96E-01	TCGA-ZB-A96E-01	THYM	Primary Tumor	3.505	3.761	4.18
TCGA-XU-AAXX-01	TCGA-XU-AAXX-01	THYM	Primary Tumor	3.5	4.05	3.853
TCGA-ZB-A96K-01	TCGA-ZB-A96K-01	THYM	Primary Tumor	3.493	3.343	4.366
TCGA-X7-A8DF-01	TCGA-X7-A8DF-01	THYM	Primary Tumor	3.487	4.521	3.194
TCGA-4X-A9FA-01	TCGA-4X-A9FA-01	THYM	Primary Tumor	3.484	1.015	2.793
TCGA-XH-A853-01	TCGA-XH-A853-01	THYM	Primary Tumor	3.469	4.661	3.885
TCGA-ZB-A96M-01	TCGA-ZB-A96M-01	THYM	Primary Tumor	3.462	3.509	4.571
TCGA-YT-A95H-01	TCGA-YT-A95H-01	THYM	Primary Tumor	3.457	4.775	3.962
TCGA-ZB-A96F-01	TCGA-ZB-A96F-01	THYM	Primary Tumor	3.453	3.983	3.774
TCGA-ZC-AAAF-01	TCGA-ZC-AAAF-01	THYM	Primary Tumor	3.448	4.713	2.814
TCGA-X7-A8M4-01	TCGA-X7-A8M4-01	THYM	Primary Tumor	3.44	4.608	3.505
TCGA-4V-A9QL-01	TCGA-4V-A9QL-01	THYM	Primary Tumor	3.44	3.391	3.286
TCGA-ZC-AAAA-01	TCGA-ZC-AAAA-01	THYM	Primary Tumor	3.434	3.886	4.184
TCGA-XU-A92U-01	TCGA-XU-A92U-01	THYM	Primary Tumor	3.395	4.358	4.053
TCGA-YT-A95D-01	TCGA-YT-A95D-01	THYM	Primary Tumor	3.392	1.258	4.362
TCGA-XM-A8RH-01	TCGA-XM-A8RH-01	THYM	Primary Tumor	3.388	5.11	4.456
TCGA-XU-AAY0-01	TCGA-XU-AAY0-01	THYM	Primary Tumor	3.38	4.207	2.098
TCGA-ZB-A96H-01	TCGA-ZB-A96H-01	THYM	Primary Tumor	3.362	0.8647	4.279
TCGA-3G-AB0T-01	TCGA-3G-AB0T-01	THYM	Primary Tumor	3.356	4.196	2.202
TCGA-ZB-A96I-01	TCGA-ZB-A96I-01	THYM	Primary Tumor	3.355	1.919	3.568
TCGA-ZB-A96R-01	TCGA-ZB-A96R-01	THYM	Primary Tumor	3.345	4.6	3.433
TCGA-XM-A8RC-01	TCGA-XM-A8RC-01	THYM	Primary Tumor	3.329	4.488	4.309
TCGA-ZL-A9V6-01	TCGA-ZL-A9V6-01	THYM	Primary Tumor	3.329	2.067	4.819
TCGA-ZB-A964-01	TCGA-ZB-A964-01	THYM	Primary Tumor	3.318	0.9343	5.123
TCGA-X7-A8M7-01	TCGA-X7-A8M7-01	THYM	Primary Tumor	3.313	4.347	2.022
TCGA-ZB-A966-01	TCGA-ZB-A966-01	THYM	Primary Tumor	3.312	3.136	3.376
TCGA-ZB-A96C-01	TCGA-ZB-A96C-01	THYM	Primary Tumor	3.293	1.39	4.807
TCGA-5U-AB0E-01	TCGA-5U-AB0E-01	THYM	Primary Tumor	3.29	3.711	2.148
TCGA-XM-AAZ1-01	TCGA-XM-AAZ1-01	THYM	Primary Tumor	3.286	4.72	3.013
TCGA-XU-AAY1-01	TCGA-XU-AAY1-01	THYM	Primary Tumor	3.286	4.404	2.554
TCGA-XU-A92X-01	TCGA-XU-A92X-01	THYM	Primary Tumor	3.28	2.919	2.281
TCGA-XU-AAXY-01	TCGA-XU-AAXY-01	THYM	Primary Tumor	3.26	4.309	1.964
TCGA-YT-A95G-01	TCGA-YT-A95G-01	THYM	Primary Tumor	3.237	4.075	4.674
TCGA-XU-A92O-01	TCGA-XU-A92O-01	THYM	Primary Tumor	3.203	2.886	2.897
TCGA-XM-AAZ2-01	TCGA-XM-AAZ2-01	THYM	Primary Tumor	3.194	1.836	4.445
TCGA-3S-A8YW-01	TCGA-3S-A8YW-01	THYM	Primary Tumor	3.191	3.855	3.827
TCGA-4X-A9F9-01	TCGA-4X-A9F9-01	THYM	Primary Tumor	3.18	4.541	1.915
TCGA-ZB-A965-01	TCGA-ZB-A965-01	THYM	Primary Tumor	3.177	0.7493	4.673
TCGA-XM-A8R8-01	TCGA-XM-A8R8-01	THYM	Primary Tumor	3.173	2.022	2.604
TCGA-XU-A933-01	TCGA-XU-A933-01	THYM	Primary Tumor	3.159	3.202	4.709
TCGA-X7-A8M5-01	TCGA-X7-A8M5-01	THYM	Primary Tumor	3.139	1.385	2.167
TCGA-XU-A931-01	TCGA-XU-A931-01	THYM	Primary Tumor	3.134	1.39	3.768
TCGA-4V-A9QM-01	TCGA-4V-A9QM-01	THYM	Primary Tumor	3.119	3.795	4.034
TCGA-XU-A92Q-01	TCGA-XU-A92Q-01	THYM	Primary Tumor	3.096	0.7493	3.369
TCGA-ZC-AAAH-01	TCGA-ZC-AAAH-01	THYM	Primary Tumor	3.072	4.499	2.064
TCGA-3G-AB0Q-01	TCGA-3G-AB0Q-01	THYM	Primary Tumor	3.05	1.022	3.342
TCGA-XM-AAZ3-01	TCGA-XM-AAZ3-01	THYM	Primary Tumor	3.016	1.317	4.339
TCGA-ZB-A96V-01	TCGA-ZB-A96V-01	THYM	Primary Tumor	2.956	3.516	3.853
TCGA-X7-A8DD-01	TCGA-X7-A8DD-01	THYM	Primary Tumor	2.89	4.734	2.239
TCGA-4V-A9QW-01	TCGA-4V-A9QW-01	THYM	Primary Tumor	2.625	4.255	1.77
TCGA-XU-A936-01	TCGA-XU-A936-01	THYM	Primary Tumor	2.534	2.118	3.183
TCGA-ZT-A8OM-01	TCGA-ZT-A8OM-01	THYM	Primary Tumor	2.043	4.539	1.288
TCGA-5U-AB0D-01	TCGA-5U-AB0D-01	THYM	Primary Tumor	2.018	3.081	1.233
TCGA-X7-A8M6-01	TCGA-X7-A8M6-01	THYM	Primary Tumor	1.971	4.192	1.288
TCGA-5U-AB0F-01	TCGA-5U-AB0F-01	THYM	Primary Tumor	1.647	4.202	0.9862
TCGA-XU-AAXZ-01	TCGA-XU-AAXZ-01	THYM	Primary Tumor	0.24	3.59	0.0854
TCGA-FY-A3WA-01	TCGA-FY-A3WA-01	THCA	Primary Tumor	4.418	0.6145	5.093
TCGA-FK-A4UB-01	TCGA-FK-A4UB-01	THCA	Primary Tumor	4.12	0.2029	2.29
TCGA-EL-A4K6-01	TCGA-EL-A4K6-01	THCA	Primary Tumor	4.119	0.4865	2.084
TCGA-EM-A3ST-01	TCGA-EM-A3ST-01	THCA	Primary Tumor	4.018	2.067	2.148
TCGA-ET-A2N3-01	TCGA-ET-A2N3-01	THCA	Primary Tumor	3.982	1.46	2.576
TCGA-EM-A4FR-01	TCGA-EM-A4FR-01	THCA	Primary Tumor	3.958	0.4016	1.585
TCGA-EL-A3MX-01	TCGA-EL-A3MX-01	THCA	Primary Tumor	3.92	1.015	2.348
TCGA-CE-A484-01	TCGA-CE-A484-01	THCA	Primary Tumor	3.776	1.501	2.616
TCGA-EM-A3FO-01	TCGA-EM-A3FO-01	THCA	Primary Tumor	3.775	1.537	2.926
TCGA-FE-A3PC-01	TCGA-FE-A3PC-01	THCA	Primary Tumor	3.718	0.9789	2.067
TCGA-ET-A40P-01	TCGA-ET-A40P-01	THCA	Primary Tumor	3.712	1.373	2.398
TCGA-KS-A4I1-01	TCGA-KS-A4I1-01	THCA	Primary Tumor	3.708	1.239	2.473
TCGA-KS-A41L-01	TCGA-KS-A41L-01	THCA	Primary Tumor	3.669	1.05	2.101
TCGA-FE-A3PD-01	TCGA-FE-A3PD-01	THCA	Primary Tumor	3.624	0.2029	3.507
TCGA-EM-A2CN-01	TCGA-EM-A2CN-01	THCA	Primary Tumor	3.616	1.328	3.105
TCGA-L6-A4EP-01	TCGA-L6-A4EP-01	THCA	Primary Tumor	3.572	1.665	2.444
TCGA-ET-A40R-01	TCGA-ET-A40R-01	THCA	Primary Tumor	3.557	1.252	3.251
TCGA-E8-A437-01	TCGA-E8-A437-01	THCA	Primary Tumor	3.552	1.439	2.046
TCGA-EM-A2CR-01	TCGA-EM-A2CR-01	THCA	Primary Tumor	3.532	1.177	0.1648
TCGA-EM-A2CJ-01	TCGA-EM-A2CJ-01	THCA	Primary Tumor	3.524	0.7493	2.856
TCGA-EL-A4KD-01	TCGA-EL-A4KD-01	THCA	Primary Tumor	3.501	0.3573	3.136
TCGA-J8-A3O1-01	TCGA-J8-A3O1-01	THCA	Primary Tumor	3.493	1.9	4.883
TCGA-J8-A3O0-01	TCGA-J8-A3O0-01	THCA	Primary Tumor	3.486	1.647	3.708
TCGA-EL-A4KI-01	TCGA-EL-A4KI-01	THCA	Primary Tumor	3.477	1.401	1.66
TCGA-EM-A3AL-01	TCGA-EM-A3AL-01	THCA	Primary Tumor	3.473	1.334	3.629
TCGA-FE-A3PA-01	TCGA-FE-A3PA-01	THCA	Primary Tumor	3.47	0.7493	2.365
TCGA-J8-A4HW-01	TCGA-J8-A4HW-01	THCA	Primary Tumor	3.465	1.623	4.346
TCGA-EM-A3FN-01	TCGA-EM-A3FN-01	THCA	Primary Tumor	3.464	0.2277	2.614
TCGA-EM-A3FJ-01	TCGA-EM-A3FJ-01	THCA	Primary Tumor	3.46	1.245	3.73
TCGA-CE-A481-01	TCGA-CE-A481-01	THCA	Primary Tumor	3.458	1.812	3.75
TCGA-EL-A4K0-01	TCGA-EL-A4K0-01	THCA	Primary Tumor	3.433	1.202	4.548
TCGA-EM-A3FQ-01	TCGA-EM-A3FQ-01	THCA	Primary Tumor	3.428	1.357	3.74
TCGA-EM-A4FH-01	TCGA-EM-A4FH-01	THCA	Primary Tumor	3.413	0.7999	3.58
TCGA-E3-A3DZ-01	TCGA-E3-A3DZ-01	THCA	Primary Tumor	3.408	2.053	4.058
TCGA-EL-A3H1-01	TCGA-EL-A3H1-01	THCA	Primary Tumor	3.387	1.956	4.172
TCGA-EM-A22L-01	TCGA-EM-A22L-01	THCA	Primary Tumor	3.387	1.022	4.484
TCGA-MK-A4N9-01	TCGA-MK-A4N9-01	THCA	Primary Tumor	3.377	0.2642	3.547
TCGA-H2-A2K9-01	TCGA-H2-A2K9-01	THCA	Primary Tumor	3.375	1.692	4.636
TCGA-BJ-A28V-01	TCGA-BJ-A28V-01	THCA	Primary Tumor	3.373	1.852	4.238
TCGA-DJ-A4UW-01	TCGA-DJ-A4UW-01	THCA	Primary Tumor	3.373	1.118	3.449
TCGA-FK-A3SH-01	TCGA-FK-A3SH-01	THCA	Primary Tumor	3.369	1.501	2.449
TCGA-CE-A485-01	TCGA-CE-A485-01	THCA	Primary Tumor	3.362	1.334	4.028
TCGA-DJ-A3VG-01	TCGA-DJ-A3VG-01	THCA	Primary Tumor	3.358	0.4865	2.926
TCGA-E8-A434-01	TCGA-E8-A434-01	THCA	Primary Tumor	3.348	1.953	3.894
TCGA-DJ-A2Q2-01	TCGA-DJ-A2Q2-01	THCA	Primary Tumor	3.345	1.896	4.449
TCGA-DE-A2OL-01	TCGA-DE-A2OL-01	THCA	Primary Tumor	3.335	2.022	4.168
TCGA-CE-A482-01	TCGA-CE-A482-01	THCA	Primary Tumor	3.326	1.125	3.969
TCGA-EL-A3T2-01	TCGA-EL-A3T2-01	THCA	Primary Tumor	3.326	1.112	5.06
TCGA-DE-A3KN-01	TCGA-DE-A3KN-01	THCA	Primary Tumor	3.325	0.4447	2.88
TCGA-DE-A4M9-01	TCGA-DE-A4M9-01	THCA	Primary Tumor	3.323	1.311	4.233
TCGA-EM-A3AO-01	TCGA-EM-A3AO-01	THCA	Primary Tumor	3.322	-0.0425	1.9
TCGA-E8-A416-01	TCGA-E8-A416-01	THCA	Primary Tumor	3.321	0.9935	4.328
TCGA-KS-A4I5-01	TCGA-KS-A4I5-01	THCA	Primary Tumor	3.321	0.7146	2.949
TCGA-EL-A3ZT-01	TCGA-EL-A3ZT-01	THCA	Primary Tumor	3.318	1.145	3.115
TCGA-EL-A4K2-01	TCGA-EL-A4K2-01	THCA	Primary Tumor	3.316	0.8164	3.334
TCGA-E8-A432-01	TCGA-E8-A432-01	THCA	Primary Tumor	3.315	1.787	3.901
TCGA-BJ-A45K-01	TCGA-BJ-A45K-01	THCA	Primary Tumor	3.315	1.293	3.646
TCGA-EL-A3ZP-01	TCGA-EL-A3ZP-01	THCA	Primary Tumor	3.308	0.9493	3.213
TCGA-EL-A3ZN-01	TCGA-EL-A3ZN-01	THCA	Primary Tumor	3.293	0.1388	2.681
TCGA-EM-A1CS-01	TCGA-EM-A1CS-01	THCA	Primary Tumor	3.29	1.39	4.99
TCGA-FY-A40K-01	TCGA-FY-A40K-01	THCA	Primary Tumor	3.289	0.7999	4.187
TCGA-EL-A3GO-01	TCGA-EL-A3GO-01	THCA	Primary Tumor	3.284	1.546	4.231
TCGA-EM-A1YD-01	TCGA-EM-A1YD-01	THCA	Primary Tumor	3.268	0.8246	4.375
TCGA-CE-A3MD-01	TCGA-CE-A3MD-01	THCA	Primary Tumor	3.251	1.532	3.172
TCGA-DJ-A4UR-01	TCGA-DJ-A4UR-01	THCA	Primary Tumor	3.248	0.8805	1.986
TCGA-QD-A8IV-01	TCGA-QD-A8IV-01	THCA	Primary Tumor	3.234	1.66	4.099
TCGA-EL-A3CY-01	TCGA-EL-A3CY-01	THCA	Primary Tumor	3.234	1.576	3.942
TCGA-EL-A3TA-01	TCGA-EL-A3TA-01	THCA	Primary Tumor	3.234	0.7058	2.856
TCGA-DJ-A2PP-01	TCGA-DJ-A2PP-01	THCA	Primary Tumor	3.233	1.9	4.558
TCGA-FY-A2QD-01	TCGA-FY-A2QD-01	THCA	Primary Tumor	3.231	1.39	4.928
TCGA-FY-A3I5-01	TCGA-FY-A3I5-01	THCA	Primary Tumor	3.23	0.6239	3.661
TCGA-FY-A3TY-01	TCGA-FY-A3TY-01	THCA	Primary Tumor	3.228	1.357	4.343
TCGA-DJ-A4UQ-01	TCGA-DJ-A4UQ-01	THCA	Primary Tumor	3.227	1.39	4.019
TCGA-DE-A0XZ-01	TCGA-DE-A0XZ-01	THCA	Primary Tumor	3.227	1.239	4.003
TCGA-DJ-A2PY-01	TCGA-DJ-A2PY-01	THCA	Primary Tumor	3.225	1.941	4.257
